mRNA,max,min
PHLDA2,8.858919374437578,1.1453513855726198
MEGF10,2.2338573903108445,0.0
SDCBP2,6.917429368400968,0.3478923881953377
SLC22A6,1.085016673488714,0.0
CALCA,10.477221354494189,0.0
ZC3H12A,7.535237267191861,1.496053233974719
TNFRSF13C,6.74210190215121,0.023184369248263375
CERCAM,5.372401930724497,0.4490066392182045
MUC4,6.448671383189451,0.004465436770300531
GCG,9.37134867207243,0.0
CLIP3,6.131595657416712,0.6306850364557568
VCAM1,5.586479538243669,0.37384306291830866
SPAG6,2.0723459437576626,0.0
TGM4,5.455156224092331,0.0
ANXA8,4.629286669533358,0.0
BCHE,5.798991434144831,0.0
SCAMP5,5.394603313009238,0.2123825701223572
BHLHE41,7.292596800062663,0.3515152607974705
SLC5A1,7.9364265245252215,0.0
MEP1B,7.628045941209794,0.0
AMY2B,2.2545033426732366,0.02176397429165667
TST,7.640084386788564,1.4799031101411686
NLRP2,7.522210364680255,0.009777121611529913
PCDHA11,1.9486755965952551,0.0
ME1,5.519859519158533,0.3456234641751285
SLC47A2,1.210575891437116,0.0
C17orf78,6.440834293409961,0.0
EPS8,6.233422191364431,1.1163647566917847
TFAP2A,4.994819550068815,0.002738519806928803
RASAL1,5.939402906795779,0.04306447866493742
CD4,6.192369756154521,0.91586504142251
COLEC12,4.020039867529452,0.026304324351908492
IL22RA1,5.804513107255676,0.09031147137603657
PSG4,3.607661725618791,0.0
TNFSF13B,5.0723073519981705,0.5398288106230532
PLEKHG4,4.593987126858212,0.06942721045601416
RNF223,4.851729055891782,0.012640180778770332
CD40,5.89268245002123,0.4360552060285529
SPOCK1,6.078727236742319,0.030547964162966623
DLX3,5.979506366973939,0.0
ACOXL,1.3023482994114128,0.05519565424212462
FXYD6,4.180338849624726,0.08949815083910263
LILRB5,2.7449145454540793,0.030265442857669595
DHRS11,6.216196802204823,0.7557421793453896
KCND2,1.9968587209053514,0.0
APOE,10.802582763107463,1.379232790497384
CSRP1,8.805340828416384,2.9946883295411353
FMO5,5.081228830218227,0.11649784050174834
ATP2B2,1.4683747823277686,0.0
PTGER3,3.6295314816083235,0.016781550233402012
ANK2,3.676662334857966,0.011209361420303354
CLDN5,6.189318538736411,0.33639765621353873
GRHL2,4.506513084794219,0.039419183133397186
CD19,6.142386887465885,0.008486888965491164
PRSS1,12.643954244620991,0.0
FAM110C,4.68918172709044,0.017636903049498446
KCNN3,5.83692643942382,0.09491164702546696
POU3F1,4.479922505939528,0.005040616700530137
H2BC4,5.389016059688509,0.15743182700418823
KCNH1,0.2758414231406114,0.0
FUT3,6.236873332484418,0.0
IRX6,3.4124834730418776,0.0
FXYD1,0.4592217568228478,0.0
KRT7,9.553767701531712,0.09841955776554451
CACHD1,5.792720028299345,0.22663183180789065
NYNRIN,5.212759973658124,0.4014120253638086
RBP5,3.7531231297772614,0.15328652099086262
PROCR,7.296916206879289,0.8907968661027338
THEMIS,3.434561511872608,0.01578299724092746
THBS2,6.6069840253835315,0.08882003329858511
ST6GALNAC5,2.9917531122445142,0.020911065581689963
RIMS1,2.397337501287106,0.0
NKX6-1,4.134492035793691,0.0
NOTUM,11.909078676047095,0.006764781878422359
VGF,7.626808524470378,0.0
PPFIA2,0.8360857117024059,0.0
MEGF11,3.1975823588982957,0.0043216059500934675
MX1,6.463305295861507,0.6097549621724434
PGR,2.4340276746635974,0.0033143885066770126
CRYBG2,5.563563907597223,0.023184369248263375
CACNA1D,2.3486006957875003,0.006046630118414779
TPO,2.5531638705094966,0.0
OR2L13,0.8409264333031481,0.0
MT1X,6.534439849291747,0.44689140529205584
WNT7B,4.97242154889196,0.0
SYNPR,4.364152168650348,0.0
NOTCH3,6.9729315518735415,0.4576468193924441
SULF2,6.744934721737263,1.2133161720709982
GAST,15.87809872468587,0.0
RECQL4,5.66872333665077,0.2757222561607483
CHI3L1,7.094983408512263,0.10567807789453719
DMRT3,2.6881803585869264,0.0
C1R,7.3973392128142885,1.7485900393110618
DHRS2,6.854978061305874,0.006190289072069835
CRYAA,0.12565110166152013,0.0
IQSEC3,2.713057897058674,0.0
BTG2,9.455761812961658,2.740279982672883
CCNE1,8.320512206658169,0.49323741920021524
ALDOC,5.105133277216132,0.4960020863654432
PECAM1,6.539231719660274,1.5342608559316744
ALX1,3.2262464780650646,0.0
EN1,2.107252652038594,0.0
CTRL,0.04809665327294401,0.0
EPN3,5.837090488301212,0.04767797514447561
CDHR5,9.216497790310063,0.03421571533791298
ZG16,6.60450875224576,0.0
EDIL3,5.188088327915394,0.2535052621866971
HTR3A,6.109680240584052,0.0
PLXNC1,3.892216143188068,0.29771967204351296
IL24,5.181690961246177,0.0
CCL2,8.43013470557364,0.8306609743997633
PCDHGA1,1.6496154590634098,0.0
ACAA2,6.185028032447397,1.2920160344066962
PCDH7,4.711731665415676,0.029276182370632068
GSTA3,3.548436624696042,0.0
SLC12A2,7.225685604469841,0.9303210245063167
NCS1,6.289921127537397,0.33078783626552405
CAPN13,3.8146632097100914,0.0
SHC4,1.7196653537718198,0.013497991748977312
GKN1,15.904481148419489,0.0
PLA2G2F,3.8431296282667886,0.0
DNAI1,1.2135028199839164,0.0
MAGED4,0.2677155619517021,0.0
C1QL1,6.450657010542369,0.05004887960722226
FOXA3,7.8145094080943975,0.04124298223188134
POPDC3,2.899968314771888,0.0
SLC1A2,2.780939959363744,0.001874285531350833
GRIN2A,2.488283624484791,0.0
OLFML3,6.467802786430365,0.636914580355878
CXCL6,7.059056704382996,0.0
EIF1AY,3.9157025407800092,0.0
CDKN1A,8.165268309192346,2.3428391604690524
FNBP1,6.663417207760024,0.6029319040696399
CYP2A7,1.1102964194394778,0.0
TEX11,6.1393487469544645,0.0
FNDC5,3.2640109000543744,0.026445980303800867
GJB5,5.801065509217562,0.0
KCTD12,8.778445479122984,0.7854250035609333
CMPK2,5.166988535105644,0.32757240381574204
BARX2,6.039443310907716,0.0
SOX1,0.8256228318156806,0.0
ITGBL1,4.089565945065796,0.0
RIMBP2,4.474474981864186,0.002018360534305625
CLEC2L,3.8224242437752523,0.0
FRMPD4,0.3300994180684838,0.0
ASGR1,4.367615687962782,0.02559583588268347
TMEM47,6.175855895888397,0.5422085143228406
NR5A1,3.0122826089522965,0.0
DACT1,4.395597539819887,0.14456851766471157
CLDN1,8.035864155630339,0.10835717809041852
CDH3,6.457343118139172,0.07203718077288007
ANG,5.807411598249507,0.09707137054390325
PGBD5,5.301741272276705,0.010779838753242763
SHISA7,1.3665879953942617,0.0
CYBB,6.537980905073404,0.6387689444169499
ENPP3,3.9196928464251264,0.0
SLC2A10,5.631150857725145,0.38095104362584714
CD1C,3.6263573621912446,0.008773707066016134
MMP3,9.150654106648476,0.028003278472752465
TMEM171,6.37735804654993,0.05491791912895792
RAC2,8.825333442638374,1.354282886467759
EFNA5,4.025852703156733,0.04334450487716922
SSX1,7.027984485889085,0.0
ITLN1,10.843104103929393,0.0
ST8SIA6,2.214404611307199,0.006908369342177494
FGB,8.432270873750795,0.0
TUBB6,5.972527239994771,1.1071521986349104
LCE3E,6.629518367728814,0.0
BCL11A,3.2292956628009923,0.014498126999352837
ERAP2,6.238565242162748,0.23964244187899664
PPP1R14A,7.044857456082097,0.5125808786739686
VIL1,7.204596574581726,0.050745463581398975
DIRAS1,4.519252531419708,0.0
MYO1H,1.5756511789882284,0.0
TM4SF1,9.342830051170527,2.180370678577787
CXCL10,9.909089179717538,0.15962918582122781
DLK1,11.354671217641371,0.0
TMEM176B,8.795394552371368,1.559883331248321
GULP1,4.594064783441354,0.12816140091448885
PRKY,2.7897501144937644,0.0
SCN7A,3.2637255316385496,0.0
NOS2,7.90502952137629,0.024035935455509406
PLTP,8.756668398062883,1.6682099144690925
FBXO17,4.459641449928611,0.04963076772460043
DACH1,4.9532652390148435,0.0389979787975099
PLA2G4A,7.107968180154369,0.1984941536390832
TRPC3,1.6207271543221309,0.007482576331206196
PCDHGB7,3.936477761518627,0.04935195913529152
MS4A7,5.207775745018362,0.24184018356467063
ODF2L,2.414054328351604,0.21113682698227515
NMUR2,5.596061510885346,0.0
HOXC10,5.3279495832180785,0.0
DSG3,8.409980623285405,0.0
PDE11A,2.0714881055841823,0.005184375859723257
SLC8A1,2.9433962737616746,0.09058247636244234
MUCL1,6.241676231630761,0.0
ZSCAN4,2.4419880159037275,0.0
SMIM6,6.238922487941423,0.0
SPOCK3,3.561375019828737,0.0
GPR160,6.332860070877276,0.47570749464263895
NKX2-1,5.058134631812501,0.0
CELA3A,5.285502094292508,0.0
C1QC,9.538825246276426,2.2483830294314426
LPP,7.515716393705915,1.0811350720661637
GSN,7.436190995481417,2.570972884589369
S100A9,14.748255918937739,0.5196425425081548
OGN,7.159635240090534,0.03576465360097467
NEFH,5.974593553199183,0.011638756246893662
CWH43,4.492019798125148,0.0
UBE2L6,8.067627424266513,2.412076938832687
CD27,7.466307355719842,0.11636475669178462
UGT1A3,0.8516790908698056,0.0
SLC4A1,1.313710226150914,0.0
SULT1B1,6.351389815277049,0.0211954245144897
ROBO1,4.410103621156104,0.3849339465751764
CLGN,4.465223545448442,0.0
FGF21,0.875072300640186,0.0
KLF4,7.4352043566736725,1.145547036189861
PLAAT3,7.019205958375365,0.6835617216302566
PLS1,7.345745864396307,0.3842708925424149
TCF7,6.5404566527036785,0.2696316509404391
NPC1L1,6.123972380783232,0.0
FSTL4,5.2924026239344295,0.0
ADAMTS14,5.225961250014,0.03674947642786828
GOLT1A,6.607815569540301,0.0
PCDHB3,3.4747475227247095,0.0
MYL3,3.0714366190697064,0.0
S100A1,2.8769196171509632,0.0
MUC17,9.601194152192868,0.0
SLC22A3,5.124559741761015,0.005759269288684953
AMY1A,0.437866900870151,0.0
CAPN6,7.767485308688175,0.0
DUSP9,5.096649803534431,0.0
HOXA4,3.3932239747751023,0.0
AC007906.2,5.626874215946946,0.01106620140620535
CSMD1,2.56968551215184,0.0
PTPRN2,6.251652825563816,0.2326607567902751
PBLD,5.311168850458837,0.3379964635150159
PCDHGA7,1.1504946888485796,0.0
FGF9,3.8912830771199634,0.0
CPXM1,6.254493894391145,0.26062790812669856
LFNG,7.014423364079593,0.9028839629261893
C16orf89,6.658461433011339,0.00963381939726868
ALK,1.9811585317591025,0.0
DNAH8,0.9256956613088879,0.0
LSP1,5.79950699465787,0.428785589848052
UPK1A,5.545106570840663,0.0
APOC2,1.463308565918163,0.0
LYPD6B,5.165694915559683,0.007339046008161997
SPON2,6.5268732154636515,0.8127857088674364
BIRC7,5.635705062566997,0.0
PAGE2,7.912518737501527,0.0
CYP4A11,1.870305530880412,0.0
PCDHGB1,2.200378797984026,0.0
LY6E,10.002110510340303,2.9204648125436066
NNAT,6.240234177382753,0.23756371831767567
CLDN6,9.064709896253529,0.0
CYB5R2,2.601815349728493,0.10245657665073399
HLA-F,6.849478915000803,1.1541943249927897
PTPRH,5.999637026371585,0.0404015152842066
ECT2,6.951893141652338,0.9692333932635709
PLCH2,4.066433673515973,0.008486888965491164
AKR1D1,2.946150671556738,0.0
ZNF667,1.9878301765372728,0.003170442880128181
TNFRSF13B,3.5298958897790635,0.0
ZNF595,3.6808644223759863,0.06928971271553469
RENBP,6.235799805365394,0.18345475417494217
KCTD16,1.1320503356468246,0.0
IGSF10,3.087411921703252,0.0
CDH1,7.859314249941003,0.24744147114440773
PRAP1,5.4764173332307555,0.0
RHBDL1,3.396502033662671,0.09612688930500614
RASSF3,6.968974304991257,1.6015539036623274
FABP3,7.017380795892067,0.37862259552722705
PLCD3,6.157607658086717,0.6101330764560622
LAMC2,8.312699204120216,0.14300150624248983
TRIM17,2.9268533930866005,0.008917094736053047
CAV2,7.348157158857133,0.7539467720877652
P3H4,8.063099500774777,1.0912597661926786
SLC6A19,7.667778612106852,0.0
MS4A12,1.0690834415309745,0.0
SLC15A1,6.487238718615199,0.0
C6orf132,7.013755905458777,0.2822618665876496
ARSI,4.693960808478693,0.023610215182645337
XG,3.8009930574891904,0.0
DDX60,6.05295054522099,0.4449850395223754
APOL1,8.800079659632921,1.6108890078544882
DPT,5.1617184177223,0.0
NRSN2,5.835603271309811,0.5152078190358208
BATF,5.671160307736694,0.35004456586269433
CCL3L3,6.9742654366839085,0.0
RPRM,3.9716539072790855,0.0
GATA4,8.329956852934933,0.0043216059500934675
S100A14,10.927516727682447,0.23462394136385586
UBE2S,6.368672329163149,1.6142386830917883
CRMP1,5.057458936992959,0.30322547767208885
CYP11B2,0.542604750260758,0.0
MAGEC2,6.644619173659906,0.0
TNFSF9,6.3871143494701474,0.05130248870063106
PTTG1,6.504861880612389,0.552868871011303
TUBA1A,7.9658777682719,1.7978430670655408
VWA3A,1.7549302480499294,0.0
VAV3,5.32075903837241,0.09315448790708296
AKR1C2,7.7532722492416,0.0
MAB21L4,6.927187728728347,0.0
FADS2,5.271642303139187,0.2824991129359706
RFLNA,6.805236986109152,0.013355058669067579
THBS1,8.405935365290775,1.51242917838387
SLC7A4,5.807486304373474,0.0
LRP1B,0.7638364588909514,0.0
C6orf141,4.5509252838067615,0.0
CNNM1,3.3233268307997266,0.0070519425164900255
GRIA3,1.981633493093726,0.0
ANXA1,11.456530454235772,1.479696205398655
GPR183,5.563667621798325,0.5515898423510253
TCL1A,6.105458087000733,0.0
RGS16,5.876502212582961,0.49559284019834493
AFF2,1.9793668861217812,0.002738519806928803
AOX1,5.621395500263519,0.0
PDLIM7,7.230252977962445,2.004285646004407
HOXC8,4.2270941204719685,0.0
SAA1,13.403725469740463,0.0
TK1,7.6881719642934545,0.5939751793205553
MGLL,5.632971939403193,0.7332675593547623
TMPRSS13,3.7770619564380117,0.006764781878422359
CYP1A1,3.257055890352622,0.0
APOA1,11.937396516159476,0.0
IFIT1,5.847120002495805,0.16027483140859297
TNNC1,5.691112572846976,0.0
VSTM2L,8.262127270399223,0.0
H2BC21,6.365167596304324,1.2445217736320553
COMP,8.631900223162463,0.0
HIPK3,5.572692648292518,2.313042640991974
CLVS1,1.903231130890004,0.0
KEL,3.342526300894055,0.0
GGH,6.078962012176667,0.17107869605868292
CLEC7A,3.94335876267781,0.18358179111782252
SLC17A4,4.274269117026107,0.0
GPC3,9.67180746746455,0.07052672087668242
C4A,4.187205569112992,0.01006368334469748
CLDN10,6.14071322595259,0.0
TRHDE,2.2851654494790576,0.0
PYGL,5.214373524436454,0.1513393010422809
SFTA2,7.649546483946499,0.0
PGAP3,10.0449212351875,1.4464679860973255
KCNQ1,7.2468393870675,0.2742914841021026
CDX1,8.129130495407221,0.0
SALL4,4.98065142930674,0.007339046008161997
KITLG,7.4420809375627925,0.8163949091691214
PIM2,6.878825865674453,1.1344838215107942
ZNRF3,5.924598755173522,0.24488705912353448
GTSF1,6.463364155747315,0.0
CHRM3,3.5801213588865295,0.004753055399819502
ABCC3,6.5745163292621704,0.17095055331836756
ABCA13,2.277746757355166,0.0
NPNT,5.938927944687066,0.18827431132120423
EPS8L1,6.065949220716358,0.16928366111572982
EPHB6,7.423821848888109,0.0753272507070651
ERP27,10.172076793611907,0.05116325258211457
SFTPA1,1.1260477552059394,0.0
SPINK7,8.73128746111758,0.0
GJB4,4.43647502901895,0.0
ADORA1,2.49436440469585,0.016068368627653675
ATP2B4,7.719147838228663,1.2648966844654115
CXCL12,6.769832555390503,0.22700167458903733
FAM189A1,2.9940546831901207,0.0
NECTIN1,6.629142385819389,0.8396371615096695
SLC39A4,8.36357629623603,0.6049252981992381
IRAK2,5.237651666193392,0.5089356618643954
VSIG4,6.06467163853559,0.011638756246893662
NPTX1,4.976459873297487,0.0
HOXB6,4.869619751374466,0.0
C5orf46,3.2614706390127823,0.0
CERS4,5.668121961953625,0.1419558855836444
IL2RG,6.629238576565327,0.23854231427915087
MYADM,8.054013282045089,2.1670367221174858
GPX3,7.943468362637663,1.0175656430143705
FATE1,1.181293412885475,0.0
CRYM,3.5054971828142674,0.0
MSLN,9.72025332320718,0.0
SPRR1B,13.239391626694113,0.0
TNS4,9.37736824196263,0.03266511228183009
HNF1B,6.672170726262233,0.0076260923761779465
TMEM150C,5.097324251633336,0.23167816179851056
CD24,14.037388768741401,0.5852510108792797
ROS1,3.7344495052778233,0.0
PPP1R1B,11.43386013209065,0.021053252054075176
