mRNA,max,min
CLDN3,9.99585051674278,0.040120917200877466
DDN,2.310892660067536,0.0
PPTC7,4.685362730698467,1.175492665040977
ZNF415,3.317260647913945,0.056583528366367514
NAPSA,2.2549870120471587,0.0
MZB1,7.783313896971112,0.03773362744651491
RPE65,3.755838298851127,0.0
CAP2,5.954196310386875,0.1728715003522772
PF4,5.632806217153756,0.0
CAVIN3,6.202029763905944,0.8110599477400795
SMOC2,8.055033467770548,0.267835392097615
SEZ6L2,7.345510811316626,0.43584191580922754
NCF1,4.280882099214363,0.1129002615325498
ADH4,8.228450275325768,0.0
CLSTN2,4.3356118784721875,0.013640910669386311
APCDD1,8.760230262732819,0.2826177214813483
LTBP2,6.255264670799682,0.7235148758738048
ACADL,1.6315699683095228,0.0
TRIM60,1.910157003835467,0.0
EPS8L2,6.685030470606994,0.841087511295934
NPR3,2.8902521151570686,0.006190289072069835
ADRA2C,7.162807208112525,0.009777121611529913
PCSK2,5.179562801648855,0.0
HAND2,6.509868410364757,0.0
PARM1,5.77486347430105,0.29959634878409525
SULT2B1,6.412617265496082,0.026445980303800867
SLC34A2,8.476805732864566,0.0
FKBP10,10.34970308216624,0.5255677889013475
CST2,7.6258140281341635,0.0
KCNH3,5.842430805207153,0.010206942869257083
CPLX1,5.258650826535189,0.17938365435629774
ADAM12,4.308018597929597,0.02573756141360827
C3AR1,4.971355014152122,0.2950176651512979
TOP2A,8.396624045527078,0.45554422477574164
RUNX3,5.519837508521872,0.5191392826429724
PLD5,1.541960811586987,0.0
SLC38A1,6.594264879219918,0.6029319040696399
PRMT8,0.632268215499513,0.0
PNLIP,10.701496729189914,0.0
RASL10B,3.8485478307063317,0.02048442206508403
CCL21,11.146622067833484,0.0
FXYD3,2.536376226688281,0.007195501404203766
TBX18,2.165783336431569,0.0
SP8,3.388768152644186,0.0
MS4A1,7.076065200509555,0.0
LHX9,1.5939751793205557,0.0
KLF2,8.54759673483416,1.6526012175965195
SORCS1,1.9557591588468806,0.0
IGFBPL1,6.912977930549522,0.0
TNFRSF11A,5.144894764255028,0.1777264829320682
CALB1,7.482678904857572,0.0
MID2,3.595205256248904,0.16349873228287956
MUC3A,8.627497406260906,0.02701246506258167
CRB3,5.859534786382653,0.2596641839486516
L1CAM,6.51216524507157,0.0184917490398792
H2BC8,5.2384964574187896,0.01564029037688224
TCEAL7,3.7914598642798505,0.12167855658825248
IL7R,6.149818236521433,0.14743695881748092
CACNG4,5.0685332408127115,0.0
IGF2,9.138899690302464,0.0184917490398792
MS4A2,3.0015680783688112,0.0048968432148474616
PGA3,11.92284916981728,0.0
EPS8L3,6.607262246531724,0.025312343046068997
CPLX2,5.205134418914292,0.0
SERPINA3,4.325033757549564,0.0
TM6SF2,5.883088015476429,0.0
PROM2,6.566955155597176,0.043624476747034624
ITPKA,5.314471766710952,0.19836842310251934
A1CF,4.783388551679765,0.0
MXRA8,7.6327749603852215,1.6778915569605322
GAL,6.829628877586462,0.0
AREG,9.784347913726537,0.3633393116294792
ITIH2,7.722097106415125,0.0
KRT6A,12.479351483481746,0.0
PYCR1,7.373753469253118,0.5401264883381067
TOR4A,6.4199888208519535,0.6741894427915516
CCDC69,6.523906907106896,0.6805044011523604
ANK3,2.4925710591829837,0.028852005847493423
BCAN,2.326278468148668,0.0093471722592526
GABRE,4.8301538937854644,0.021337582965694914
TBX1,5.843086904198135,0.0
KCNK1,6.183077547337725,0.04488367823976478
CDH2,5.619999829821357,0.006333933722050484
FPR3,5.933511265766078,0.4619475821423603
GSTM5,2.6964167635411367,0.02871058595414009
SUSD2,5.780354723199838,0.3328511220721542
SLC38A4,6.719387451835819,0.0
SERPINA11,3.7233619658616814,0.0
KLK8,4.716233692248431,0.0
USP9Y,2.7838756770297226,0.0
CAPN8,6.4195540599566705,0.005328120695281701
SRRM3,5.018064389360362,0.014498126999352837
NRG3,2.304481837161304,0.0
LCN10,0.332163687954531,0.0
CLDN4,8.904559060700336,0.21499513461492328
EGFL6,3.9265877662864543,0.04180368765708519
HSPB2,1.1850419125132952,0.0
TLR8,4.080077740286801,0.010206942869257083
PDLIM3,6.37146128573458,0.19093085956261452
OSGIN1,3.7836452296223717,0.08379203249388646
STEAP1,7.234076857160192,0.6261120108586133
GIMAP4,5.735803756956047,1.0674322094855186
GOLM1,9.156379677048117,1.4588544251745517
DUSP1,9.924561642844198,3.0319773798734553
RGS9,3.237028267751564,0.13119435170845012
PRR36,5.927220920946976,0.005328120695281701
NCEH1,6.7706916399615364,1.3948982241567256
ITGA10,3.660757519935721,0.03717133764464353
RRM2,5.132930481688423,0.11223305759849703
CXCL14,8.558087362456865,0.054779031519619485
HGFAC,1.5427037922434894,0.0
RETREG1,6.452801321637108,0.21312950000747996
TRPM1,0.784922701562861,0.0
CD34,5.136593355174901,0.7029234534535731
LIX1,2.3894842123538904,0.0
VTN,10.179894041134727,0.027154051503726642
SOSTDC1,6.1940003490878865,0.0
DOK5,2.7916682318010664,0.02743718270685113
LGR5,6.425548261950558,0.0
PPP2R2C,4.191633709892986,0.0
KRT4,13.972177368889131,0.0
LAD1,7.749227193017163,0.14782766837732017
TACR2,7.125254339031466,0.03139519627553432
ARSL,5.935363093429287,0.01635368357783481
SLC45A2,2.752662968982652,0.0
SLC22A11,3.875495033850194,0.0
DCT,0.48882346387276454,0.0
GAS7,4.66287768906408,0.24598236099132043
EREG,6.737198660756846,0.0
CD207,3.209234995259181,0.0
CST6,8.38897345369682,0.0
MLPH,5.868274380828066,0.08678376614206665
ATP1A3,2.8450684714986925,0.0
CNTNAP4,0.5967443601810709,0.0
PRKCG,5.010238278994053,0.0
NANOS3,4.605429143234693,0.0
ARHGEF10L,5.648652383023804,0.9356106099868438
PCDH8,1.9812316129120937,0.0
MT-ND3,14.9162611347275,8.743493762086679
CADM1,5.8624662695064185,0.19949960366036198
MSI1,5.465971200484447,0.01206802330909034
ARNT2,5.8631455429893995,0.06928971271553469
KRT14,11.404829217800357,0.0
POF1B,7.466390566523265,0.0597705810902546
TSPAN8,10.281301593516211,0.41586681052321495
ENPP2,6.671257984119745,0.33113192221720217
TSPAN7,6.311321459310071,0.10393399105623308
SULT4A1,2.7093568128771452,0.0
GABBR2,3.489632844390772,0.0
THNSL2,3.382501257189115,0.0
SMPD3,6.035192796195287,0.1668439644124909
LGALS7B,8.654203871273804,0.0
SLCO1B3,3.7438596054050803,0.0
TGM2,8.801848661258788,1.3457369951640432
SMTNL2,5.152106332614931,0.0
ATP13A4,3.7245847924085735,0.0
VIP,6.393450523793759,0.0
DHRS9,7.056967126736689,0.011638756246893662
GLS2,0.6746414290858245,0.0
TRAT1,3.4459252985792728,0.010636636108736996
CLCA2,7.183554002742411,0.0
STAT1,7.496618134594784,2.595312688890723
GRM8,2.6996404656896384,0.0
LGALS1,10.049456518670594,3.6919360982551748
IQANK1,5.228260740536125,0.04152336218435042
PFN2,6.467000632478221,0.5385381636298043
AICDA,1.321639527021436,0.0
ADGRG7,4.988334762391751,0.0
MMP16,2.857881495486794,0.02019992294349774
SAMD5,5.957710341633117,0.08800587129002016
SOX8,7.573532070225477,0.0
HPCA,1.9041179585458587,0.0
XPNPEP2,7.154355360015266,0.005615567406909803
NELL2,4.619477572397622,0.0150693217176482
NXPH2,1.8863160195989201,0.0
GSTA4,6.158496590626988,0.5475485390780392
XIRP1,2.7630715768154817,0.0
RGS2,7.11563049562527,1.5245652210771998
VAX2,1.9944349043962228,0.0
CXCR4,8.109438919188126,1.5220557491609643
GPRIN2,5.63537132404334,0.0
GAMT,5.875114087927726,0.08800587129002016
HAVCR1,5.591966587100416,0.0
C10orf105,0.2390313634502369,0.0
LRP4,6.346637830627403,0.05797006863732994
CAMK2N2,7.291957116429807,0.0404015152842066
ATP6V0A4,3.134434534831224,0.0
LOXL1,5.554143696238578,0.7084079834835963
LUZP2,1.8531972547703564,0.0
LAG3,5.343503761881395,0.11769504266975457
XDH,5.8356462175717665,0.0
LGALS4,10.42317884936628,0.27250102132206605
GMPR,6.855472755221242,0.2215677885384093
ITGA5,8.353003872485234,1.5755543733087394
TMEM176A,7.860378104922169,0.9025752990309406
CYP4F8,1.9159032742079178,0.0
RTBDN,3.371391583924212,0.0
RFPL2,1.9990619433219636,0.0
CASP14,1.9118832894057942,0.0
SBSN,9.122566862782316,0.0
TESC,8.776442902616495,0.13960046458551464
SCD,9.06621784297308,1.8744035393783953
SST,9.86428165038143,0.0
MOBP,0.4718637684076483,0.0
SEMG1,6.6506482543709655,0.0
MAGEA6,5.982660518899878,0.0
FRAS1,5.2158959939042635,0.01006368334469748
SYNM,9.188551016189743,0.25604447382644485
PDZK1,4.0876834718558595,0.028852005847493423
HOXD11,3.5641952286014793,0.0
CNGB1,1.1526377396511127,0.0
H4C3,4.497331335230275,0.1609201881811029
COL20A1,2.4129982519758895,0.0
ACP5,7.311610281873944,1.4019034716079584
COL21A1,2.562938413920282,0.006046630118414779
OXTR,3.1353871123614665,0.0
GZMK,3.9096867126304375,0.0
MSC,4.997500169669911,0.10165007609443479
GATM,8.89507112195361,0.127501219215837
TMEM215,1.131721171155929,0.0
RPL9,9.117007448365934,4.957232081451586
OPLAH,5.860086290513579,0.09841955776554451
RAB17,4.540312505724402,0.057138304393541776
ACKR4,4.108323720025251,0.06887714085030783
CLDN2,9.01047104032971,0.01292617444427005
RARRES1,8.58796798824555,0.3621051360710866
LTF,9.386354428849389,0.023184369248263375
BPIFB2,10.657724490991011,0.0
HS6ST2,4.140827726208164,0.0
CPZ,0.900953729247535,0.0
RAB27B,5.810445674575316,0.1614362658259871
FOXI1,4.875367243849589,0.0
MIEN1,11.18913763300392,2.596982833996991
COL4A1,7.866903652029206,1.524765790386697
KRT32,3.2300800162189076,0.0
PDE9A,4.274820737040401,0.06281249240502118
COL17A1,7.390302254203702,0.014212444812104713
FXYD7,1.251264628894251,0.0
OLFML2B,7.532181349601053,0.19471746289359967
KCTD4,3.301046168565832,0.0
LSR,9.488536297678694,1.7836661809078285
EGFR,8.555031184760125,0.45280626256250067
VSIG2,9.520440321390335,0.07409435357387338
IL1R1,6.0628405483725425,1.0569996303855638
LIMS3,0.01877658517918359,0.0
FUT6,4.87934308675535,0.0
KCNK2,2.7901464564223115,0.0
MRAP2,4.9066693654075,0.009060468156383597
NPM2,3.1201694351990614,0.0
UGT2A3,7.016429460877845,0.0
LY86,5.517461530601126,0.22515151184127313
EFNB3,4.058697469184754,0.0
GPR158,3.397967206217739,0.0
SLC7A2,6.028456437243716,0.04935195913529152
LTBP1,6.299850904915718,0.811881996218668
IL6ST,6.160714512051991,2.377873366976252
GIMAP7,5.781878990275172,0.9785617494757466
GAL3ST3,0.5701714480387099,0.0
SCRT1,4.451639734680809,0.0
TCEAL2,5.226678067340855,0.0
PHLDA1,7.551818982534257,0.8369743941020461
CENPV,5.4769324767470415,0.6402507214540181
RAET1G,3.8084365377830554,0.0
TBX3,5.01622886523004,0.11490002395719034
METRN,5.1130920255693475,0.6580972053513714
HOXD1,2.479696205398655,0.0
SYT1,4.869244654906234,0.008056554871058457
DCN,7.8553693445725825,0.9036553338694915
UROC1,2.3880792983663235,0.0
CD163,5.990689434535872,0.17082239919517525
SIGLEC9,2.999621242837714,0.04963076772460043
ASPG,2.988466562056929,0.0
ZMAT1,2.85289774367121,0.023610215182645337
OAS3,6.640823344585667,0.963843998362475
SCARA3,5.4339776172962635,0.19370867338242315
NXN,5.2671012761884715,0.40414016626392424
ADAMTS19,2.253111889303309,0.0
PGGHG,6.3507111602685935,0.3592962588921973
CENPF,5.529005687206111,0.18688083134723413
C1S,7.614627402043076,1.7354355263435766
MMP7,10.420005353503539,0.0
TREML2,4.9511261555263255,0.0
SLC13A2,7.100709639706532,0.0
PDGFD,4.153416242255248,0.22749465085930123
MUC2,10.12753797555231,0.0
PGLYRP4,2.901706827604178,0.0
CDH16,5.813039776087296,0.0
COL1A2,9.796113607937418,2.0233973079277807
PLCB4,5.954568570752994,0.07244885006969244
ZFYVE9,3.505827429431046,0.2387868595871165
IFI44,6.7989823648487135,0.8715282708622233
CPA1,10.499150974408643,0.0
RNASE2,8.43955249695762,0.0
CCR6,0.456070160781307,0.0
CCN3,5.639182953309506,0.08610437124329078
TACR1,4.7027572654079925,0.0
IFI27,8.481212549069381,1.1514691975030797
TMEM132C,4.575560423854015,0.0
FCMR,6.132075019956358,0.24695526504295232
COL9A1,3.518875000920644,0.0048968432148474616
PLK2,7.058393347796461,0.7215913987753801
DLX2,6.655253069321824,0.0
PLEKHF1,7.747587461693684,0.39637872697964566
AFP,11.724092152784129,0.0
DTNA,3.3641241467206218,0.015212085068503287
C1QTNF1,5.9014268754047965,0.5398288106230532
CTXN1,5.809499336417857,0.2545940430331411
UNC80,2.0514417113826102,0.0
CD226,3.4921480171693755,0.02233230009805639
LRRN2,4.068412856429965,0.015354834293464039
DAPL1,6.845493814491746,0.0
ARAP2,3.331920143134804,0.11756206925697886
FMOD,9.068811591229297,1.010135314885185
KRT23,9.520771289781486,0.0
ROPN1L,1.3155662303189486,0.0
SPRR2A,12.2715042888594,0.0
FLNC,9.356304061638138,0.14025513403491605
CCL4,5.599160064702637,0.14156358237500305
PRKCB,4.567551531871137,0.07573798239407814
AKR1C1,6.431505961627274,0.01321211142685117
APOBEC3A,4.779102097591562,0.0
SRGN,11.10484632290091,2.397200572533395
PRR15,6.812720260063601,0.1637563333979089
PROX1,6.33703310876718,0.020768865094571848
WNT5A,5.339315572413283,0.33913738491958556
SLITRK4,1.6214775564928876,0.0
CHRDL1,5.693854902353565,0.0
SDK2,4.145473670317708,0.01249716268290215
DHCR24,7.716358548225955,0.7054913937470797
NELL1,4.4454088941096,0.0
KCNS1,2.319993587122708,0.0
GRIK3,2.5819778457631135,0.0
CTSG,6.518870281164171,0.0
MFAP2,5.402844942569225,0.28297348862158905
MUC20,6.771066833310048,0.005615567406909803
COL4A3,2.90425286280375,0.0033143885066770126
OTP,1.4663921980596721,0.0
C9orf152,6.874109628940766,0.15911246123085834
RHBG,2.7143114679319975,0.0
ECRG4,8.370335189316373,0.0
CD1D,2.1880527113364314,0.038717107572853585
CASP5,4.641245436307837,0.0
IRAG1,6.154064673674717,0.5849625007211562
DLL4,4.255780181037883,0.41943102243145913
KRT6B,10.840039080868957,0.0
RHPN2,6.8097166890844,0.0753272507070651
IFI44L,5.300892468852276,0.07819991992137154
PRUNE2,6.777422345768749,0.0802483300921203
PIWIL2,3.6662112182489404,0.013640910669386311
PAMR1,3.983084809440492,0.1754287908222565
SYT8,6.383083886617151,0.0036022366801955258
GJB2,9.4520346556013,0.3501577494849929
BHMT2,3.024461530140996,0.01564029037688224
ELOVL7,5.444233053525288,0.03548315212868861
TRPM2,3.315131443523487,0.07751646970209519
COL15A1,7.545859514399001,1.177279995969324
MCTP2,3.4508945085833296,0.19748800240598138
HTN1,3.3586072491178105,0.0
SESN3,4.639504234972541,0.14834844991564902
S100A6,11.71224582806107,4.922992253887982
PON3,5.294532530446752,0.0
FOLR3,2.630661741443672,0.0
PLA2G4F,4.144079009406776,0.0
EGR4,3.903414324750932,0.0
LRP2,3.0695818797518375,0.0
CITED1,1.6621143312096613,0.0
ANO9,6.41529727370761,0.1086248146816487
GHR,2.910982042416276,0.05241589415113853
OR2I1P,6.871230077026658,0.008200013832136128
CLEC3B,6.567031237717908,0.04977015181638449
ELFN1,4.276057388206123,0.07778988864366763
ADH1C,9.053680480356798,0.0211954245144897
NKG7,7.614296114076087,0.37194910413862786
CCL26,8.386349686170723,0.0
HSPB6,9.900223941111939,0.12987646083313048
C1orf116,7.145356480977278,0.06032413315110383
ALPI,7.7717575151642215,0.0
LTB,7.207741587129332,0.2470768319308177
ARHGDIB,9.884587847974121,2.4445080542171467
ROBO4,3.8310462365019538,0.427391629686718
DNER,7.639634463915582,0.0
CLDN16,2.15901555476292,0.0
DPEP1,8.726824066194375,0.006333933722050484
LTBP3,5.5893020863079785,1.1615652563970318
IRS2,7.660658417015327,0.3975839402982482
BPI,5.216800170398034,0.0
MS4A4A,5.329600826904382,0.20263712618983765
CXCL2,8.24811258416001,0.4437127280934994
MKRN3,2.3307018019533787,0.0
KIAA1210,1.5232106484078685,0.0
ATP8A2,2.739567311370968,0.0025945167084523227
SCGB2A2,2.7761882305794443,0.0
COL24A1,2.18570799868324,0.005328120695281701
SPOCK2,7.220057101824953,0.32768736417604716
SHISAL1,4.646381579890031,0.012640180778770332
VNN2,4.901272395761656,0.08324741374793612
AMBP,7.241331109117851,0.0
MYO15B,5.789958729081566,0.35004456586269433
CRYBA2,5.671531159759134,0.0
SLCO2A1,5.824088088973286,0.33330922957489645
PCDHB5,4.486302483362042,0.005471851210059492
KRTAP3-1,8.812643257669356,0.0
ACTC1,5.868862054761576,0.009203827329839742
TNNI3,3.135945227599064,0.0
CCDC80,6.793933587676369,0.2083923997906761
PDGFRB,7.033090372429608,0.8056226484363669
PDE3B,3.191578441934833,0.09396575036944745
FGF11,0.6287269430313265,0.0
GPD1,6.1330805464683165,0.01292617444427005
NEGR1,3.9235960899323725,0.03125402547050081
DIXDC1,5.292432074128043,0.41878363851173855
PCDHGB2,2.9995310479028667,0.023184369248263375
BMP2,6.50640200535149,0.3147545222811215
NINL,4.394761063680035,0.0647449200353551
EPHB1,3.0777557141096468,0.0
RRAD,6.168285007792408,0.05630606033187654
HS6ST3,2.6391858480583106,0.0
SLC3A1,0.9994228065372545,0.0
HHIPL2,2.4493500719943215,0.0
TMPRSS4,6.367199805345806,0.07587486697512763
DNTT,0.8614790175498898,0.0
ARID3A,6.551657511695328,0.4122937713334167
MC2R,0.6657565826793985,0.0
CD8A,5.855745574248442,0.13907651504611174
FGF17,0.8365705154171518,0.0
BTNL3,5.894369124511634,0.0
CCNA1,2.165558254461174,0.0
COLEC11,5.022651885005722,0.011495638837829437
PLA2G2A,14.052731236262703,0.07258604706859655
ZNF488,4.828159338587988,0.0
HPD,3.576570509114315,0.010350188169567268
SLC6A4,3.1138338289592773,0.0
PNOC,3.1314742484927063,0.0
FADS6,3.8857500540166314,0.0
ITGAL,4.674291152054584,0.24086382278574986
TNFRSF21,9.185744168666819,2.233949397945205
GUCA2B,6.859508696505535,0.0
HNF1A,4.439423672841603,0.008773707066016134
UNC93A,4.6968729657736885,0.0
CACNA2D1,4.890879533536899,0.17261552181347775
SAMD9L,5.975990081511593,0.31695666818183055
SLC44A3,5.096114235805781,0.21362723851194745
GLTPD2,5.865884181539516,0.19219416528334507
PKHD1,2.603976406399121,0.0
PIP5K1B,5.016598831040153,0.10808949184029738
MAP1LC3A,6.605267635606405,0.6927842566340099
MTUS2,2.995158858165373,0.0
MOCOS,5.096367284706389,0.20188474283985725
EHF,7.71689969454501,0.1859933700699658
KLHL14,3.9648976204178084,0.0
CDH22,5.061560209107974,0.0
AURKA,7.531547555843283,0.5864044748950628
MMP12,9.125137820944847,0.06681250989990178
HCN4,2.2996549556145176,0.0
MAOA,6.595769188387857,0.3159139654367424
LRRC26,8.946796350646608,0.0
TPM1,8.107528862838931,1.5369480883393924
KIF26B,4.574779693938035,0.09922786577486105
RNF39,5.014890847660281,0.12961273813046964
MFAP4,9.455740856887465,0.5653047080272502
ELOVL3,2.5642318184500494,0.0
REN,2.391602768258019,0.0
CTSW,4.977394418562941,0.09666666858017908
ANGPTL1,5.890772551249995,0.024319679195412888
ABCC2,4.192367783342093,0.005040616700530137
BMERB1,4.7492392626872455,0.4865599281852403
PGM5,6.65430234433915,0.06626144226872127
KCNT2,1.3456802307863573,0.006046630118414779
CT83,6.214142294814951,0.0
KRT16,10.604258081118575,0.0
IGFALS,6.274930663121551,0.0
SI,9.095512802995398,0.0
GIPC2,4.765025470000371,0.04921253463256027
CA9,9.257300618296933,0.0
ANPEP,11.377395845138599,0.2203299548795556
RASSF6,6.795746171494532,0.03998059769088125
MEI1,2.9984663216080514,0.037311930641966584
VEPH1,3.167984073081832,0.0
SRCIN1,3.9415289136075273,0.040120917200877466
OLR1,5.107629290020202,0.07806325577681912
H1-2,9.160533008760908,1.22490464410609
HHEX,6.391781465079552,0.5658895844031886
CXCL13,8.895437140556961,0.08324741374793612
KREMEN2,5.307796438374832,0.025170575734906053
CYP4B1,4.73180776725769,0.0
MGAT5,6.15808249702174,1.5236623139604926
IGFBP2,8.94998541307175,0.4251369988383591
CFL2,6.972410060262049,0.669208225171638
NUP210,6.358962341166841,0.18129341288547487
ASB5,4.078883046521989,0.0
FABP5,8.64804869535255,0.4520682302238107
ERICH5,4.431121472526426,0.0
ZBTB7C,5.452644850246802,0.022048165180173156
TNR,1.7841689205020281,0.0
SRMS,5.237644018764855,0.02687086472474519
NGEF,3.6592395722183197,0.04110277181912811
HMGA1,10.423712619054294,2.7653862259936175
ALOX12B,5.385341297390428,0.0
GLYATL2,7.867882876903461,0.0
GCNT1,6.363670466001463,0.3542264573499261
LRFN5,1.45185729447654,0.0
PCDHB16,3.3478923881953375,0.026020970714370144
CDA,9.70311800763149,0.3988975712024732
CRIP2,6.1327248881566065,1.460323190932249
GJB3,5.820934583494737,0.0
CA14,2.506754256425383,0.06846445096690573
SLC39A2,3.8984018599921932,0.0
LRIG1,5.56461290753578,0.9600668229157594
TMEM163,4.697840527093135,0.026445980303800867
PCDHA13,0.9750431581293384,0.0
DNAH9,3.5471413170625365,0.0
RBP2,11.713736749153718,0.0
FGL2,7.072125099185122,0.25120402291466304
PLIN5,2.0001803256099957,0.0
KCNH6,5.225560293628431,0.0
SLC38A3,7.515252770066245,0.0
STAC2,2.685177683886079,0.0
TDGF1,5.74600366116486,0.0
RAPGEF3,3.089870979668509,0.13920752027125408
EDN2,3.944221270948316,0.0
FLNA,11.026216474074003,3.0857305676291023
VCAN,6.048608932545233,0.21896711004895664
PI3,13.373526701200037,0.06612364246529363
ITM2A,6.934150827825041,0.5030433705688642
ZIC2,4.862307560999834,0.0
SFTPD,4.517130786430559,0.0
TUBB2B,6.262126800476469,0.03843618165610792
AJAP1,1.8556708344403712,0.001874285531350833
HOXC12,5.803105601046866,0.0
MTMR11,5.85833665023542,0.3716146178646564
TNFRSF10D,4.855665851648828,0.17261552181347775
DKK3,5.090438511301994,0.4202937493466222
FXYD5,8.782423636608248,2.8972985195074483
HEPACAM2,8.547273214050737,0.0
MROH6,6.658032920335466,0.07970237169737819
PLXNB3,3.8681533594140367,0.02672925048748902
SERPINB4,6.523223196582788,0.0
C12orf75,8.417400652788361,1.2310022393273106
SNORC,7.044718689229912,0.08854869701023801
PYROXD2,3.2187346784730377,0.13606010688026618
KIFC1,5.706519501595441,0.2681948228284254
NRN1,4.9703751302050145,0.09301923313354474
STARD3,8.891789777710958,1.828915868577512
VSTM2A,2.2309407761239406,0.0
SERPINF1,8.178113559006533,1.1690270451348166
RXRG,1.7342652288104907,0.0
CCR2,3.364390333080309,0.005328120695281701
FBP1,8.015833721670937,0.7915223776961869
LGALS2,10.524702821677703,0.2717842135692169
LRRN3,2.88444162870154,0.018634174139050975
KCNK17,2.9220646118314413,0.0
RIPK3,3.6509368452115947,0.18535913475800206
MISP3,5.884766404648237,0.4467855621431225
EGR3,4.888942899206916,0.13053555675618825
H2AC8,5.210264166313091,0.09193673821058518
PROC,5.518031492602169,0.0
CPNE7,4.847666251052356,0.09369538023355704
GBP6,8.634384893154236,0.0
CYP8B1,2.1788102334832464,0.0
MSR1,4.510423972160498,0.08256635107141173
ADM,6.158549101323788,0.5118728074740426
DOCK10,4.092934692460399,0.18878069779214163
HAMP,3.285934807943873,0.010923027184791876
C2CD4B,6.835720738933594,0.22576849642959676
FBLN1,7.908007650572024,0.23560453276329898
FGA,9.346667302205974,0.0
SLC10A1,1.38244592109257,0.0
PCP4,7.197688502576169,0.0
SLC22A12,0.6634812533100463,0.0
CD55,9.001511783215234,1.6295198248324234
AMOTL2,5.421600337104666,0.8570255151825714
LXN,6.32681235724049,0.722466024471091
CHST15,6.288029968330761,0.4612142125839793
ADAMTS2,5.605873566302846,0.18573970940278245
GADD45B,8.607734581636178,1.1955365852937652
S100B,4.399888844059302,0.06736336711961022
DLX5,6.374488320883634,0.0
HOXB2,5.589994131998582,0.3088268243478838
FAM3B,6.315705696656812,0.0
TSPAN18,6.13611138932037,0.4743581628754001
TMEM132E,1.9197595758550414,0.0
MYCN,7.741926687928245,0.011638756246893662
HOXA7,2.727724452489278,0.0
SLC9A3R1,8.25465356204557,2.238817424836234
CORO1A,8.084771190767617,0.8586176303812761
STC1,7.189862107988321,0.6788831929198273
ELF5,4.589397973919722,0.0
AIFM3,2.9101953881869047,0.010779838753242763
MIOX,4.311866359179655,0.0
MXRA7,5.998743857774763,0.5654022038908377
LHFPL6,5.844041610973162,0.7433857078136663
PCDHA4,1.1780453176127816,0.0
ALPP,6.66137764979961,0.0
APCDD1L,2.0313246125997506,0.0
TTC22,5.723269119732399,0.06212171190779749
CYP26A1,1.0754641742625126,0.0
OLFM2,6.046929721565349,0.3313612672682994
ROBO2,2.0574502721838996,0.0
LGALS9C,4.307224493284879,0.0
ADAMTS12,4.331031572291576,0.045582760019634974
COL23A1,2.9393206225795105,0.05588975819628299
CLEC5A,3.386797153910676,0.0
EPHA5,0.6934981087222453,0.0
ALOX5AP,7.537838063211502,0.6503050289200283
CDC6,8.045901057675993,0.15613769788898613
CHRM1,3.100405837085972,0.0
GCNT3,6.989799788414511,0.07382023329167137
NKD1,7.753908007264882,0.008917094736053047
LMO3,3.7511101811447842,0.005615567406909803
KCNK15,6.087916794439026,0.0
ANGPTL4,6.190464736266567,0.3827225803529897
ENTPD8,7.377609656959337,0.0
SHPRH,2.032065569018417,0.03689011054026592
COX6B2,3.9263220905705025,0.0
RGS4,4.722602636851373,0.07792657868506905
MORN5,4.716897637338823,0.0
EFEMP2,4.975932779363318,0.6356151058697428
TNFRSF17,5.658688493135273,0.02233230009805639
SNTN,0.5258684234401818,0.0
FLT3,1.8903688648198833,0.0
SCARA5,4.942472279500588,0.0043216059500934675
GSG1L,0.6537937929692679,0.0
RSPO1,2.5876530210923216,0.0
OXCT1,7.523205158547022,0.32492578405532097
NINJ2,4.628242837725223,0.1777264829320682
PBK,6.167484382831316,0.1397314222437436
LDLRAD3,4.56824496565432,0.3035761996966406
ACTN2,4.539903235810249,0.0
TGFBR3,4.9645326367296105,0.25120402291466304
SCG3,6.999742997055837,0.0
MYOM3,4.29848969805903,0.0
MAGEA1,5.6094506263617925,0.0
NQO1,8.903122047180188,0.97438246582073
CYP2C9,4.382217637256449,0.0
ZIC1,3.728257951282236,0.0
APOB,8.854774901071305,0.0
C1QTNF12,4.660814554501352,0.04166353172936153
NMB,5.487203339326143,0.2349917412488024
H4C8,5.196992529549827,0.3015876466031867
DERL3,5.670973430140464,0.0
C7,7.4081607264154306,0.006908369342177494
DDC,6.226816765049867,0.0
GAP43,3.8465133741503363,0.0
PTGER2,7.687996372458898,0.087598617923621
NEB,4.2083143567935135,0.0
GRM1,0.7046949357990487,0.0
S100A12,8.021325366773953,0.0
SLC1A1,5.635667339473623,0.1432627930386199
AGTR1,4.255425197399219,0.0
SCRN1,5.910356111567296,0.5815922788360138
APOH,9.480480629536297,0.0
KCNC1,1.2108875492208102,0.0
CKMT2,4.710718285438359,0.059493725391671554
CNTFR,6.430035991747402,0.0
PAPSS2,6.029178986265571,0.8574237087323069
SLC30A10,3.1538377558280484,0.0
RBPMS,6.032178002360419,0.8004961475964861
GPA33,7.902346772863057,0.0
SLIT2,4.369578153836036,0.01735184178777496
ELAVL2,1.2836255006070405,0.0
EPHX3,6.4350818130318,0.10353120987799297
STK33,1.9867021755146381,0.002882508533121365
RNF186,6.596556534302815,0.0
RBM20,3.1574156575528565,0.0
SLC4A11,5.572437997806486,0.07888304652198912
RAB11FIP1,6.704901006146271,0.8710550750866294
ACVR1C,2.2800951894744492,0.002738519806928803
