miRNA,max,min
hsa-mir-4484,1.6460441945865973,0.0
hsa-mir-22,17.369683766238218,13.776962896897853
hsa-mir-320a,11.738970365975044,6.895624658814807
hsa-mir-632,2.531491257128298,0.0
hsa-mir-6516,2.1078220906137806,0.0
hsa-mir-383,7.215367360595714,0.0
hsa-mir-2355,7.600588839258065,3.081941363498517
hsa-mir-1271,3.5681955847273077,0.0
hsa-mir-642a,5.310310270186691,0.0
hsa-mir-4724,3.2632679231937365,0.0
hsa-mir-6761,3.6467549393342553,0.0
hsa-mir-219a-1,4.644016493141378,0.0
hsa-mir-579,4.2057971584724125,0.0
hsa-mir-205,13.760567041960487,0.0
hsa-mir-1283-1,5.507939536577909,0.0
hsa-mir-378i,2.595644008521007,0.0
hsa-mir-6854,2.732550112313823,0.0
hsa-mir-503,6.0638074120179635,0.0
hsa-mir-4707,1.9685401760312358,0.0
hsa-let-7a-2,14.914200108574832,10.680467094793029
hsa-mir-494,4.175544241408874,0.0
hsa-mir-3173,3.1819532831665,0.0
hsa-mir-154,5.689329523914325,0.0
hsa-mir-4444-1,2.8730761137515883,0.0
hsa-mir-5582,1.6930403917010977,0.0
hsa-mir-652,7.874132891858848,2.1972347819838753
hsa-mir-1304,5.519847727787798,0.0
hsa-mir-3922,4.369096723854775,0.0
hsa-mir-378a,12.396468839298656,6.426854260353614
hsa-mir-3680-1,2.7999572210184986,0.0
hsa-mir-3065,9.264572122622662,0.0
hsa-mir-4746,4.5463230703747515,0.0
hsa-mir-3613,6.3621578029354495,0.0
hsa-mir-6820,2.317403930433162,0.0
hsa-mir-375,18.88783292051105,4.800718018307879
hsa-mir-10b,16.326204904107122,11.33942576925018
hsa-mir-573,4.005110970628886,0.0
hsa-mir-21,19.00597351062211,14.424816509508727
hsa-mir-512-2,10.35593655762096,0.0
hsa-mir-4661,7.220132567305608,0.0
hsa-mir-382,7.886491362888128,1.4486467396233937
hsa-mir-27a,12.54318335280994,7.949610094770376
hsa-mir-92b,9.943437008814916,2.4452716848180986
hsa-mir-101-1,14.262258783573278,9.498018720974688
hsa-mir-9-1,12.256719803046517,3.030820544777506
hsa-mir-675,12.568642728198324,0.0
hsa-mir-7112,2.151059009584968,0.0
hsa-mir-425,10.758103870923135,4.455723787734637
hsa-mir-181a-1,11.356004071544158,6.20442590889861
hsa-mir-34b,3.2234515889004656,0.0
hsa-mir-449a,7.866856731399895,0.0
hsa-mir-4525,1.927975695511437,0.0
hsa-mir-486-1,10.990490291251689,1.5271193923170454
hsa-mir-4772,6.833371907714612,0.0
hsa-mir-491,3.9093934228549205,0.0
hsa-mir-4665,3.3761112857505253,0.0
hsa-mir-515-2,7.387792078145482,0.0
hsa-mir-4640,2.043134140263953,0.0
hsa-mir-3189,3.1262946169752293,0.0
hsa-mir-542,9.968669106976717,4.572113313883983
hsa-mir-522,10.48090020517508,0.0
hsa-mir-92a-1,15.195935739246728,9.513640638884794
hsa-mir-381,9.284140055530855,3.0369787029926902
hsa-mir-3610,2.8055330910987206,0.0
hsa-mir-5581,1.6788304730735177,0.0
hsa-mir-362,7.619410772892848,1.4258803426928377
hsa-mir-525,10.266296776194388,0.0
hsa-mir-3662,4.02390184712237,0.0
hsa-mir-499a,6.415680426043116,0.0
hsa-mir-6511b-2,3.192807417084774,0.0
hsa-mir-527,9.149686220232912,0.0
hsa-mir-361,10.42271294372017,6.843125695192168
hsa-mir-301a,6.26800970846509,0.8059898991849057
hsa-mir-636,1.9000664999706411,0.0
hsa-mir-342,9.321767784528225,3.9076282973932397
hsa-mir-329-2,3.994259743503303,0.0
hsa-mir-6842,3.730671037373444,0.0
hsa-mir-105-2,10.698596967562203,0.0
hsa-mir-514a-2,7.927813166966694,0.0
hsa-mir-1277,3.8252447698088425,0.0
hsa-mir-495,6.326514212631014,0.0
hsa-mir-99b,17.638446684185777,11.42145877324833
hsa-mir-509-1,7.313334611450054,0.0
hsa-mir-4515,2.9798828522132244,0.0
hsa-mir-664a,6.539749822693549,2.4261635611940764
hsa-mir-584,10.595420071571802,2.585459663939042
hsa-mir-5580,2.69909983122705,0.0
hsa-mir-133b,7.040345871322898,0.0
hsa-mir-2277,3.4699922213832988,0.0
hsa-mir-203b,10.45664316549638,0.0
hsa-mir-219b,2.184445663184743,0.0
hsa-mir-518c,10.684838078764313,0.0
hsa-mir-4788,4.59839992630646,0.0
hsa-mir-206,6.140009401859433,0.0
hsa-mir-516a-2,10.67576378175694,0.0
hsa-mir-186,10.01326761684283,5.845672621858154
hsa-mir-31,9.277672826060858,0.0
hsa-mir-4645,2.0567218956061493,0.0
hsa-mir-7641-1,4.898712288527701,0.0
hsa-mir-4677,5.3798026736323,0.8577135245233302
hsa-mir-429,10.85625425483926,0.0
hsa-mir-135a-1,5.433343273383178,0.0
hsa-mir-490,8.236271978232137,0.0
hsa-mir-509-2,7.328039050070893,0.0
hsa-mir-193a,10.395169578098225,4.031033859676953
hsa-mir-181c,9.600273941116207,3.4422525614055726
hsa-mir-523,7.5059045104935835,0.0
hsa-mir-30e,14.8577754439065,11.33768732293859
hsa-mir-3678,2.252232767192657,0.0
hsa-mir-548d-2,1.927975695511437,0.0
hsa-mir-3913-1,4.00154006617497,0.0
hsa-mir-376a-1,4.039839124268966,0.0
hsa-mir-496,6.416784896845392,0.0
hsa-mir-221,11.304141549735347,2.8305875601612347
hsa-mir-148b,9.945039400761281,4.384660819037773
hsa-mir-3677,7.101199268510667,0.0
hsa-mir-152,8.9965510574579,5.046194309808725
hsa-mir-7-3,5.5123544285204815,0.0
hsa-mir-559,2.8170208833326194,0.0
hsa-mir-6852,1.9000664999706411,0.0
hsa-mir-363,7.392413702285079,0.0
hsa-mir-760,3.5326365114415714,0.0
hsa-mir-7702,4.8723070792681895,0.0
hsa-mir-153-2,9.50662764832927,0.525341269501137
hsa-mir-3187,4.186750123567375,0.0
hsa-mir-5187,2.0193307863342245,0.0
hsa-mir-212,5.475980872470074,0.8577135245233302
hsa-mir-1275,3.222924935140355,0.0
hsa-mir-326,6.290104133961273,0.0
hsa-mir-409,8.310200139134567,1.5348743838918797
hsa-mir-9-2,12.276562489600744,3.030820544777506
hsa-mir-378c,5.886562462366366,1.0783167574995254
hsa-mir-1307,13.322681665909437,6.690155897710419
hsa-mir-320b-1,5.108812632465168,0.0
hsa-mir-548v,4.69547998414814,0.0
hsa-mir-1468,8.321701041906156,0.0
hsa-mir-1284,1.9332206079387964,0.0
hsa-mir-1228,4.851907416905549,0.0
hsa-mir-1262,2.9584481300242547,0.0
hsa-mir-4446,2.600585189606911,0.0
hsa-mir-3199-2,2.58458374355887,0.0
hsa-mir-376c,6.69663794227932,0.28423693860353955
hsa-mir-6715a,5.475820670853476,0.0
hsa-mir-125b-2,10.724781269206659,3.084159193721014
hsa-mir-4444-2,2.8730761137515883,0.0
hsa-mir-145,15.68991094697132,8.264224715710528
hsa-mir-515-1,7.417143513407951,0.0
hsa-mir-4687,1.8349708532802285,0.0
hsa-mir-377,5.127459658923365,0.0
hsa-mir-511,6.19387422628958,0.4546560095932297
hsa-mir-548au,2.7000012941916562,0.0
hsa-mir-6715b,5.835101134659718,0.0
hsa-mir-4431,2.452371132744018,0.0
hsa-mir-769,7.252269143017029,1.9825365842671663
hsa-mir-199a-1,11.927799324993888,7.190451471274951
hsa-mir-590,7.475062170377861,0.0
hsa-mir-3191,2.3500604121043773,0.0
hsa-mir-1976,5.1572776439111205,0.0
hsa-mir-100,14.2668053124417,6.210164127238527
hsa-mir-3620,3.0682645978586125,0.0
hsa-mir-653,6.669758489619831,0.0
hsa-mir-4758,2.979011949435584,0.0
hsa-mir-184,9.252586200301035,0.0
hsa-mir-132,8.826712697315983,4.734499093307816
hsa-mir-4684,2.858355848142853,0.0
hsa-mir-302c,7.624493830715328,0.0
hsa-mir-520e,8.876933030408177,0.0
hsa-mir-3130-2,4.532447132683951,0.0
hsa-mir-320c-2,2.4865848978890335,0.0
hsa-mir-520d,8.97804523049631,0.0
hsa-mir-629,9.745758426386349,1.0783167574995254
hsa-mir-133a-2,8.544008074511419,0.0
hsa-mir-3619,2.4388203236968637,0.0
hsa-mir-7974,3.7686913231339436,0.0
hsa-mir-671,5.518173475721664,0.27601777220849455
hsa-mir-618,4.111680045321068,0.0
hsa-mir-5706,2.7575718358245087,0.0
hsa-mir-502,6.137981951929828,1.441324115658751
hsa-mir-424,9.123422361049384,2.0563809819604026
hsa-mir-942,6.064048034808599,0.0
hsa-mir-506,4.960859923999812,0.0
hsa-mir-151b,3.145288934831202,0.0
hsa-mir-450a-1,4.820878691301234,0.0
hsa-let-7a-1,14.919647966959873,10.759837016560798
hsa-mir-196a-2,10.36603622625742,0.0
hsa-mir-521-2,5.672183005428814,0.0
hsa-mir-3940,3.782855458565069,0.0
hsa-mir-4424,7.492568311412595,0.0
hsa-mir-487a,4.919496405665799,0.0
hsa-mir-576,6.075238756946149,1.1795671009105329
hsa-mir-1291,3.3498688306933726,0.0
hsa-mir-142,14.700907068205195,5.55814191325891
hsa-mir-4491,7.93488121011767,0.0
hsa-mir-655,4.919496405665799,0.0
hsa-mir-9-3,12.281099020998788,2.9338424574277315
hsa-mir-3174,2.7867983250594395,0.0
hsa-mir-140,11.551917694789172,7.099793769645143
hsa-mir-29b-2,10.88531778702728,6.090452188600317
hsa-mir-585,2.440531815692019,0.0
hsa-mir-607,3.0922735826596854,0.0
hsa-mir-5696,2.2580488039071596,0.0
hsa-mir-622,2.3068212996892377,0.0
hsa-mir-519b,6.479677776505867,0.0
hsa-mir-106b,11.767495769534037,6.457444528634865
hsa-mir-616,5.960554175771169,0.0
hsa-mir-4741,3.682687112957358,0.0
hsa-mir-126,13.840633852013502,7.630397644339558
hsa-mir-3934,5.464761536052394,0.0
hsa-mir-548o,2.0718350767726657,0.0
hsa-mir-466,4.165078551935436,0.0
hsa-mir-330,8.213278737508217,1.6491104849114167
hsa-mir-3667,3.8625147713105505,0.0
hsa-mir-550a-1,4.988158768341864,0.0
hsa-mir-550a-2,5.272096255383518,0.0
hsa-mir-1911,6.054334045410212,0.0
hsa-mir-548o-2,2.5047088580390358,0.0
hsa-mir-370,7.4937560539333585,0.0
hsa-mir-877,5.234481700266744,0.0
hsa-mir-335,10.08678820371516,1.43077072910397
hsa-mir-138-1,2.9507431159516853,0.0
hsa-mir-517c,8.317275415535864,0.0
hsa-mir-29b-1,10.852324995813078,6.008238274617214
hsa-mir-376b,4.461592861168513,0.0
hsa-mir-517b,9.746509002135417,0.0
hsa-mir-199a-2,12.628574852631122,7.977966900675856
hsa-mir-338,14.002067903569115,6.79409825652118
hsa-mir-128-2,7.986923592536669,3.68879782078855
hsa-mir-3194,3.4211077443202322,0.0
hsa-mir-5001,2.7206205995249095,0.0
hsa-mir-134,11.489294968182584,4.379669891985892
hsa-mir-218-1,6.863563075462052,0.754091342323729
hsa-mir-193b,9.563161994214461,2.6613749702715666
hsa-mir-24-1,12.1828498403882,8.203228495402724
hsa-mir-378d-2,2.3817659438893406,0.0
hsa-mir-4797,2.8687772272078376,0.0
hsa-mir-1247,8.92731008272689,0.0
hsa-mir-5571,2.308954642840498,0.0
hsa-mir-148a,18.582529924193285,11.132196910541543
hsa-mir-3690-1,4.465600359778248,0.0
hsa-mir-548d-1,2.269147180705722,0.0
hsa-mir-6837,2.58458374355887,0.0
hsa-mir-500a,11.366893790228072,5.161481736318457
hsa-mir-2114,2.9690686876001493,0.0
hsa-let-7e,13.536726567894018,7.0331971745576265
hsa-let-7f-1,14.722430187994792,9.217903395302873
hsa-mir-412,6.0757899358994685,0.0
hsa-mir-1292,2.734458610093041,0.0
hsa-mir-4453,1.7463170665533003,0.0
hsa-mir-550a-3,4.07811484801251,0.0
hsa-mir-19a,8.64135716875475,1.3079740230837005
hsa-mir-5010,2.3516970137716333,0.0
hsa-mir-6798,3.2638719777449565,0.0
hsa-mir-4638,2.5107257535497536,0.0
hsa-mir-103a-1,14.887678330736192,10.423361617069789
hsa-mir-1229,4.567432702267114,0.0
hsa-mir-3074,6.725885241610983,0.0
hsa-mir-548b,5.3047759009784,0.0
hsa-let-7d,11.247753138498494,6.984010675333841
hsa-mir-365a,7.5347348519243145,1.890817873805517
hsa-mir-1287,7.059871274174354,1.4154103877531543
hsa-mir-423,9.767154607710447,5.015252859256908
hsa-mir-16-1,10.196628505410676,4.274927607662297
hsa-mir-891a,7.629937814374977,0.0
hsa-mir-339,8.227679040389665,2.2616105448829797
hsa-mir-4726,2.0084614311039592,0.0
hsa-mir-34a,10.006493194230066,4.303767161212992
hsa-mir-516b-1,9.167385573173563,0.0
hsa-mir-2110,4.024123458617213,0.0
hsa-mir-15b,10.335770561930126,4.723668970925174
hsa-mir-1258,2.92874854854922,0.0
hsa-mir-1226,4.77127663482469,0.0
hsa-mir-651,4.762155202972226,0.0
hsa-mir-519a-2,10.804038439632855,0.0
hsa-mir-5586,3.993030575088837,0.0
hsa-mir-3941,2.9584481300242547,0.0
hsa-mir-5589,5.153623204596681,0.0
hsa-mir-4461,3.441154905025086,0.0
hsa-mir-125b-1,10.593263904162558,3.212511754404385
hsa-mir-320c-1,2.671726568915103,0.0
hsa-mir-103a-2,14.892148847350514,10.42277760000153
hsa-mir-937,5.979816926382846,0.0
hsa-mir-3158-1,1.9363179431996762,0.0
hsa-mir-374b,9.377560496602301,3.5509149438110517
hsa-mir-30d,14.278514265657837,10.116073117261692
hsa-mir-873,2.357927197288216,0.0
hsa-mir-1254-1,2.237896821271863,0.0
hsa-mir-135b,9.811888561087665,0.0
hsa-mir-552,10.108039552662467,0.0
hsa-mir-4766,3.084159193721014,0.0
hsa-mir-19b-2,9.089170781711422,2.9725928564880175
hsa-mir-551a,6.2950377102007495,0.0
hsa-mir-15a,9.487740351806158,4.365193357860718
hsa-mir-589,8.625978652939388,3.2052476731512383
hsa-mir-3145,2.6062280584889086,0.0
hsa-mir-25,16.12206575004946,10.395851009458122
hsa-mir-551b,5.063872024839116,0.0
hsa-mir-4676,4.428427108851125,0.0
hsa-let-7a-3,14.938150676082799,10.73746775342711
hsa-mir-211,4.132173177048262,0.0
hsa-mir-135a-2,5.833646016045249,0.0
hsa-mir-26a-2,11.566908418263083,8.360527220237907
hsa-mir-3170,3.812095035851119,0.0
hsa-mir-182,16.382237633498224,7.22726457129711
hsa-mir-1254-2,2.595644008521007,0.0
hsa-mir-194-1,15.074019568984971,5.266035056882479
hsa-mir-129-1,6.9446717499266395,0.0
hsa-mir-767,10.581980041580413,0.0
hsa-mir-505,8.688963862733738,2.619905720088848
hsa-mir-664b,3.9288253753362574,0.0
hsa-mir-1251,6.328124183889253,0.0
hsa-mir-3691,2.879637354256845,0.0
hsa-mir-1269b,8.10815870813598,0.0
hsa-mir-3150b,6.86973129908165,0.0
hsa-mir-210,12.656691975792553,0.7071218755244537
hsa-mir-5000,3.3498688306933726,0.0
hsa-mir-1537,2.531491257128298,0.0
hsa-mir-450a-2,4.495139336599047,0.0
hsa-mir-191,12.354708644092092,5.7358014828789345
hsa-mir-549a,5.358323147706631,0.0
hsa-mir-3609,2.1257902733657,0.0
hsa-mir-153-1,4.819335007125173,0.0
hsa-mir-92a-2,15.107533098158143,9.374835749277132
hsa-mir-33b,5.607170824245452,0.0
hsa-mir-451a,14.412495653339137,3.5555689374097446
hsa-let-7b,16.24974694792589,11.130312453029074
hsa-mir-1269a,12.73119259532932,0.0
hsa-mir-376a-2,3.8183914671132766,0.0
hsa-mir-187,8.238162250637842,0.0
hsa-mir-4473,3.55778796232149,0.0
hsa-mir-532,13.418368443423077,6.989674161134296
hsa-mir-802,7.202253165807752,0.0
hsa-mir-222,9.988235271234297,2.018966682009974
hsa-mir-1180,6.6140425905923514,0.0
hsa-mir-28,13.72697197491649,9.653241525220682
hsa-mir-30c-1,9.951382851323608,5.733495159217545
hsa-mir-4781,1.9000664999706411,0.0
hsa-mir-545,2.5047088580390358,0.0
hsa-mir-4762,1.6021584852041624,0.0
hsa-mir-518b,10.404115774397653,0.0
hsa-mir-6891,3.307263261567739,0.0
hsa-mir-18a,8.868823977410477,0.7274203787995732
hsa-mir-3131,6.552463470962756,0.0
hsa-mir-487b,6.554157129662546,0.0
hsa-mir-218-2,6.825048041701113,0.5786875777901777
hsa-mir-137,5.369597276488439,0.0
hsa-mir-6808,2.21362132887459,0.0
hsa-mir-155,11.603455348138596,4.557711023617193
hsa-mir-3912,2.621612587442097,0.0
hsa-mir-766,7.133488479317261,0.5177513891405714
hsa-mir-548e,2.5646649717321663,0.0
hsa-mir-194-2,15.240996790801544,5.466065821417345
hsa-mir-4652,5.027400423028528,0.0
hsa-mir-450b,5.7572593457859,0.6862746086640538
hsa-mir-2276,2.6059022417028546,0.0
hsa-mir-141,13.54474479942918,1.6344626997978784
hsa-mir-612,2.660033897759679,0.0
hsa-mir-26b,11.72220285121977,6.600271448627099
hsa-mir-6509,2.120916564674249,0.0
hsa-mir-6815,1.8977027884910151,0.0
hsa-mir-500b,6.196776296693964,0.637642702441549
hsa-mir-1293,4.773435695424608,0.0
hsa-mir-328,8.129625600881333,1.4258803426928377
hsa-mir-526b,12.291588865700454,0.0
hsa-mir-129-2,6.765360936225215,0.0
hsa-mir-3605,3.5518987578366397,0.0
hsa-mir-4443,1.9227245833457562,0.0
hsa-mir-302a,10.333755461548233,0.0
hsa-mir-504,4.809727851639062,0.0
hsa-mir-519a-1,10.523562588216047,0.0
hsa-mir-196b,13.824425895382614,0.3087371408321016
hsa-mir-521-1,8.30881397181207,0.0
hsa-mir-7151,2.537626817649556,0.0
hsa-mir-6793,2.4865848978890335,0.0
hsa-mir-4802,2.024910041978005,0.0
hsa-mir-6755,2.3243166621881683,0.0
hsa-mir-202,3.963042083101949,0.0
hsa-mir-940,6.177707350610341,0.0
hsa-mir-3618,2.3270998205158966,0.0
hsa-mir-4756,2.8122125331617003,0.0
hsa-mir-5090,1.916321856931335,0.0
hsa-mir-520h,8.116224475145708,0.0
hsa-mir-561,4.446104805142477,0.0
hsa-mir-6744,3.2992393817785555,0.0
hsa-mir-548k,1.7630626507976916,0.0
hsa-mir-5703,2.3500604121043773,0.0
hsa-mir-519e,6.3193295722889165,0.0
hsa-mir-432,7.483963093891491,0.0
hsa-mir-128-1,8.305782189762843,4.384462380688706
hsa-mir-337,7.877168952620878,1.6939588019085772
hsa-mir-6718,6.642166771706255,0.0
hsa-mir-301b,4.984011746620084,0.0
hsa-mir-181b-2,9.677471659982057,4.0895364549686715
hsa-mir-1249,3.873962675865288,0.0
hsa-mir-323a,6.8569774009825375,0.0
hsa-mir-215,14.331629496136905,1.481814023998297
hsa-mir-433,5.122493240372789,0.0
hsa-let-7f-2,14.735916892948858,9.171555264637286
hsa-mir-3926-1,2.278406488035511,0.0
hsa-mir-548y,4.144077051040196,0.0
hsa-let-7g,11.711034922230247,7.460213560530001
hsa-mir-3942,2.151059009584968,0.0
hsa-mir-373,11.282989776301871,0.0
hsa-mir-2115,2.708702628711655,0.0
hsa-mir-431,8.789167747413925,0.0
hsa-mir-556,3.4460995102833163,0.0
hsa-mir-577,8.776594463784296,0.0
hsa-mir-1266,7.322082292712782,0.33116059234251755
hsa-mir-6125,1.500269228062131,0.0
hsa-mir-30c-2,9.92105794061492,6.14395540270494
hsa-mir-3193,2.725357040979276,0.0
hsa-mir-4732,3.6085541469105986,0.0
hsa-mir-3926-2,2.0289704343424444,0.0
hsa-mir-4522,2.2449719747502845,0.0
hsa-mir-5684,1.7635925905323941,0.0
hsa-mir-4745,4.186750123567375,0.0
hsa-mir-570,2.9090791382102035,0.0
hsa-mir-508,10.831173648173344,0.0
hsa-mir-519d,8.19637078992975,0.0
hsa-mir-3607,9.661185906671573,0.0
hsa-mir-615,6.477272856515089,0.0
hsa-mir-518a-2,8.956961562090425,0.0
hsa-mir-203a,17.74959064947026,4.773414067526032
hsa-mir-512-1,10.332253566424242,0.0
hsa-mir-944,8.264672221469203,0.0
hsa-mir-3944,3.640130152429738,0.0
hsa-mir-4728,8.28802868980679,0.0
hsa-mir-4777,2.184445663184743,0.0
hsa-mir-105-1,10.658559013443822,0.0
hsa-mir-939,2.9269575433908326,0.0
hsa-mir-183,15.552938321327764,5.091517095294744
hsa-mir-3917,3.212511754404385,0.0
hsa-mir-216b,6.051668115331637,0.0
hsa-mir-324,8.159707193135928,2.196738278054282
hsa-mir-98,7.986937269320624,4.007874162070085
hsa-mir-614,2.503602647504765,0.0
hsa-mir-10a,17.244533442086425,11.068403956185742
hsa-mir-1-1,9.375250555621061,0.0
hsa-mir-516b-2,7.426045414832032,0.0
hsa-mir-1255a,2.736631932356867,0.0
hsa-mir-935,7.007125574308593,0.0
hsa-mir-541,5.0970213791346275,0.0
hsa-mir-371a,10.512538596784406,0.0
hsa-mir-219a-2,5.133742906220928,0.0
hsa-mir-934,6.790893330163197,0.0
hsa-mir-4791,2.835788486878645,0.0
hsa-mir-6087,1.6414923894285933,0.0
hsa-mir-29a,15.466258677787943,10.457440404919465
hsa-mir-548s,2.9640178065719365,0.0
hsa-mir-181b-1,9.813712701651768,3.9973114687913407
hsa-mir-628,6.599719344471448,1.0014931377761072
hsa-mir-520g,8.645016457806761,0.0
hsa-mir-488,2.4598271251688177,0.0
hsa-mir-4636,2.451095823526281,0.0
hsa-mir-3651,3.8788641120650302,0.0
hsa-mir-539,5.468754879345822,0.0
hsa-mir-4999,3.011679899874499,0.0
hsa-mir-1270,5.064227214275296,0.0
hsa-mir-486-2,10.921125094273345,1.22029032666036
hsa-mir-3682,3.688704737207324,0.0
hsa-mir-581,2.6062280584889086,0.0
hsa-mir-3928,3.5177197733290644,0.0
hsa-mir-449b,6.050577487008947,0.0
hsa-mir-199b,12.985577073399847,8.403300636001234
hsa-mir-513c,3.2765000899898467,0.0
hsa-mir-483,11.444860575849138,0.0
hsa-mir-1296,5.3851571407373475,0.0
hsa-mir-3064,1.852951260883432,0.0
hsa-mir-139,9.224583534717718,2.489966485308217
hsa-mir-34c,5.354726871348083,0.0
